1,13.916,0.003036,6.976
5,80.0784,0.012553,11.32
10,200.099,0.024258,16.6
25,707.806,0.062109,32.176
50,1315.97,0.122036,58.312
75,2126.46,0.185162,84.448
100,2266.94,0.246717,110.584
250,6781.51,0.622357,267.136
500,11685.6,1.22732,528.232
750,20341,1.77911,789.328
1000,26676.1,2.3403,1050.16
2500,62927.4,6.02435,2616.47
5000,132892,11.9754,5226.64
7500,198436,17.7583,7837.07
10000,262884,23.4903,10447.2
